30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |   44|BSA2316170801                 |01.06.2008|31.12.9999|FICHE 6X DR RECT                        |SCC       |M     |
| 5 |   45|BSA2316170501                 |01.06.2008|31.12.9999|CONTACT MALE AWG22-20                   |SCC       |M     |
| 5 |   46|BSA2316170802                 |01.06.2008|31.12.9999|FICHE 12X DR RECT                       |SCC       |M     |
| 5 |   47|BSA2316170501                 |01.06.2008|31.12.9999|CONTACT MALE AWG22-20                   |SCC       |M     |
| 5 |   53|BSA2490077300                 |01.06.2008|31.12.9999|MODULE ETHERCAT ALIMENTATION 24VDC 2A   |SCC       |M     |
| 5 |   54|BSA2490077002                 |01.06.2008|31.12.9999|MODULE ETHERCAT 4X ENTREES DIG 3MS      |SCC       |M     |
| 5 |   55|BSA2490077011                 |01.06.2008|31.12.9999|MODULE ETHERCAT 8X ENTREES DIG 10US     |SCC       |M     |
| 5 |   56|BSA2490077000                 |01.06.2008|31.12.9999|MODULE ETHERCAT 4X ENTREES TWINSAFE     |SCC       |M     |
| 5 |   57|BSA2490077003                 |01.06.2008|31.12.9999|MODULE ETHERCAT 4X SORTIES DIG 0,5A     |SCC       |M     |
| 5 |   58|BSA2490077003                 |01.06.2008|31.12.9999|MODULE ETHERCAT 4X SORTIES DIG 0,5A     |SCC       |M     |
| 5 |   59|BSA2490077018                 |01.06.2008|31.12.9999|MODULE ETHERCAT 8X SORTIES DIG          |SCC       |M     |
| 5 |   60|BSA2490077001                 |01.06.2008|31.12.9999|MODULE ETHERCAT 4X SORTIES TWINSAFE     |SCC       |M     |
| 5 |   61|BSA2490077101                 |01.06.2008|31.12.9999|MODULE ETHERCAT COUPLEUR ID SWITCH      |SCC       |M     |
| 5 |   62|BSA2490077404                 |01.06.2008|31.12.9999|MODULE ETHERCAT 2X JONCTION             |SCC       |M     |
| 5 |   63|BSA2490077400                 |01.06.2008|31.12.9999|MODULE ETHERCAT TERMINAISON DE BUS      |SCC       |M     |
| 5 |   64|BSA2448040440                 |13.08.2017|31.12.9999|CABLE CONFECT M 8 4SDR-M12 4PDR 5M      |SCC       |M     |
| 5 |  350|BSA2448040703                 |13.08.2017|31.12.9999|CABLE CONFECT M12 4SDR-FILS 5M          |SCC       |M     |
| 5 |   65|BSA2303011300                 |01.06.2008|31.12.9999|MANCHON GAINE PMA RKS-12                |SCC       |M     |
| 5 |   66|BSA570424012                  |01.06.2008|31.12.9999|GAINE ANNELEE DN 12MM                   |RMA       |M     |
| 5 |   69|BSA2372002405                 |01.06.2008|31.12.9999|FILTRE A AIR 148,5X148,5                |SCC       |M     |
| 5 |   70|BSA2372002407                 |01.06.2008|31.12.9999|VENTILATEUR 24VDC 148,5X148,5 AVEC FILT |SCC       |M     |
| 5 |   71|BSA0765249300                 |01.06.2008|31.12.9999|SUPPORT POUR 3 VENTILATEURS             |CMP       |M     |
| 6 |    1|BSA0765249301                 |01.06.2008|31.12.9999|TOLE                                    |CMP       |M     |
| 7 |    1|BSA274510150                  |01.06.2008|31.12.9999|TOLE LAMINEE 3000X1500X1.5              |RMA       |M     |
| 6 |    2|BSA0765249302                 |01.06.2008|31.12.9999|TOLE                                    |CMP       |M     |
| 7 |    1|BSA274510200                  |01.06.2008|31.12.9999|TOLE LAMINEE 3000X1500X2                |RMA       |M     |
| 5 |   72|BSA1008905013                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M5 DB 70            |SCC       |M     |
| 5 |   73|BSA816005012                  |01.06.2008|31.12.9999|V TR 6P         M 5     X 12            |SCC       |M     |
| 5 |   74|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |   75|BSA2387010600                 |01.06.2008|31.12.9999|VENTILATEUR 24V 40X40X20MM              |SCC       |M     |
| 5 |   76|BSA816004025                  |01.06.2008|31.12.9999|V TR 6P         M 4     X 25            |SCC       |M     |
| 5 |   77|BSA832804009                  |13.08.2017|31.12.9999|RDL AC     4,3 /  9   X 0,8             |SCC       |M     |
| 5 |  322|BSA1007117700                 |01.06.2008|31.12.9999|RDL A PICOTS 55.05.03.44___5,1          |SCC       |M     |
| 5 |   78|BSA2387010600                 |01.06.2008|31.12.9999|VENTILATEUR 24V 40X40X20MM              |SCC       |M     |
| 5 |   79|BSA816004025                  |01.06.2008|31.12.9999|V TR 6P         M 4     X 25            |SCC       |M     |
| 5 |   80|BSA832804009                  |13.08.2017|31.12.9999|RDL AC     4,3 /  9   X 0,8             |SCC       |M     |
| 5 |   81|BSA555608022                  |01.06.2008|31.12.9999|CA BLI CDE UL600      AWG22X 8          |RMA       |M     |
| 5 |   82|BSA2316170901                 |01.06.2008|31.12.9999|PRISE 6X DR RECT                        |SCC       |M     |
| 5 |   83|BSA2316170601                 |01.06.2008|31.12.9999|CONTACT FEMELLE AWG22-20                |SCC       |M     |
| 5 |   84|BSA2387000700                 |01.06.2008|31.12.9999|VENTIL  24VDC        80/ 80X32          |SCC       |M     |
| 5 |   85|BSA816004012                  |01.06.2008|31.12.9999|V TR 6P         M 4     X 12            |SCC       |M     |
| 5 |   86|BSA831700004                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M4X 3.2         |SCC       |M     |
| 5 |   87|BSA834204010                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 4,3/10              |SCC       |M     |
| 5 |   88|BSA2401026300                 |01.06.2008|31.12.9999|COSSE FASTON RG S 2,8/0,8 F8            |SCC       |M     |
| 5 |   90|BSA2305550001                 |01.06.2008|31.12.9999|BORNE WAGO FUS.6,3X32_ 24AC/DC          |SCC       |M     |
| 5 |   91|BSA2305550003                 |01.06.2008|31.12.9999|EXTREMITE WAGO FUS.GR.AWG28/12          |SCC       |M     |
| 5 |   92|BSA2311013400                 |01.06.2008|31.12.9999|FUSIBLE  6,3X32,0 FF    3,150A          |SCC       |M     |
| 5 |   93|BSA2305550001                 |01.06.2008|31.12.9999|BORNE WAGO FUS.6,3X32_ 24AC/DC          |SCC       |M     |
| 5 |   94|BSA2305550003                 |01.06.2008|31.12.9999|EXTREMITE WAGO FUS.GR.AWG28/12          |SCC       |M     |
| 5 |   95|BSA2311013600                 |01.06.2008|31.12.9999|FUSIBLE  6,3X32,0 FF    4,0  A          |SCC       |M     |
| 5 |   96|BSA2305550001                 |01.06.2008|31.12.9999|BORNE WAGO FUS.6,3X32_ 24AC/DC          |SCC       |M     |
| 5 |   97|BSA2305550002                 |01.06.2008|31.12.9999|ARRET BORNE WAGO  6MM                   |SCC       |M     |
| 5 |   98|BSA2305550003                 |01.06.2008|31.12.9999|EXTREMITE WAGO FUS.GR.AWG28/12          |SCC       |M     |
| 5 |   99|BSA2311024800                 |01.06.2008|31.12.9999|FUSIBLE  6,3X32,0 F    10,0  A          |SCC       |M     |
| 5 |  100|BSA2490016700                 |01.06.2008|31.12.9999|ALIMENTATION 24VDC/40A 960W             |SCC       |M     |
| 5 |  101|BSA2331250301                 |01.06.2008|31.12.9999|RELAIS INTERF IN 1O1F  24VDC            |SCC       |M     |
| 5 |  102|BSA290102262                  |01.06.2008|31.12.9999|RAIL DIN 35/15          L=2M            |RMA       |M     |
| 5 |  103|BSA1008906069                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X35 ZB            |SCC       |M     |
| 5 |  104|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  105|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  106|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  107|BSA290102262                  |01.06.2008|31.12.9999|RAIL DIN 35/15          L=2M            |RMA       |M     |
| 5 |  108|BSA1008906069                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X35 ZB            |SCC       |M     |
| 5 |  109|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  110|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  111|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  112|BSA290102262                  |01.06.2008|31.12.9999|RAIL DIN 35/15          L=2M            |RMA       |M     |
| 5 |  113|BSA1008906069                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X35 ZB            |SCC       |M     |
| 5 |  114|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  115|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  116|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  117|BSA290102262                  |01.06.2008|31.12.9999|RAIL DIN 35/15          L=2M            |RMA       |M     |
| 5 |  118|BSA1008906075                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M6X70 ZB            |SCC       |M     |
| 5 |  119|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  120|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  121|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  122|BSA2333060304                 |27.08.2018|31.12.9999|DISJONCT C60 MULTI-9 3 POLE 4A          |SCC       |M     |
| 5 |  123|BSA2333060110                 |27.08.2018|31.12.9999|DISJONCT C60 MULTI 9 1 POLE 10A         |SCC       |M     |
| 5 |  124|BSA2333060110                 |27.08.2018|31.12.9999|DISJONCT C60 MULTI 9 1 POLE 10A         |SCC       |M     |
| 5 |  125|BSA2333060120                 |27.08.2018|31.12.9999|DISJONCT C60 MULTI 9 1 POLE 20A         |SCC       |M     |
| 5 |  126|BSA2372083412                 |01.06.2008|31.12.9999|RESISTANCE CHA 0,3KW 10% 40 UL          |SCC       |M     |
| 5 |  127|BSA816004012                  |01.06.2008|31.12.9999|V TR 6P         M 4     X 12            |SCC       |M     |
| 5 |  128|BSA834204010                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 4,3/10              |SCC       |M     |
| 5 |  129|BSA577810060                  |01.06.2008|31.12.9999|GAINE RILSAN NOIRE D.6MM                |RMA       |M     |
| 5 |  130|BSA2372083412                 |01.06.2008|31.12.9999|RESISTANCE CHA 0,3KW 10% 40 UL          |SCC       |M     |
| 5 |  131|BSA816004012                  |01.06.2008|31.12.9999|V TR 6P         M 4     X 12            |SCC       |M     |
| 5 |  132|BSA834204010                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 4,3/10              |SCC       |M     |
| 5 |  133|BSA577810060                  |01.06.2008|31.12.9999|GAINE RILSAN NOIRE D.6MM                |RMA       |M     |
| 5 |  134|BSA2317720100                 |01.06.2008|31.12.9999|EMBASE B-P TELEM                        |SCC       |M     |
| 5 |  135|BSA2317720301                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1O                    |SCC       |M     |
| 5 |  136|BSA2317720501                 |01.06.2008|31.12.9999|TETE B-P CDP TELEM DIA 40 RG            |SCC       |M     |
| 5 |  137|BSA2317721600                 |01.06.2008|31.12.9999|BOUCHON B-P TELEM *22,2 NR              |SCC       |M     |
| 5 |  141|BSA2317720203                 |01.06.2008|31.12.9999|EMBASE B-P LUM TELEM OG 24V             |SCC       |M     |
| 5 |  142|BSA2317720300                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1F                    |SCC       |M     |
| 5 |  143|BSA2317721003                 |01.06.2008|31.12.9999|TETE B-P AFFLEURANT ORANGE              |SCC       |M     |
| 5 |  144|BSA2317720100                 |01.06.2008|31.12.9999|EMBASE B-P TELEM                        |SCC       |M     |
| 5 |  145|BSA2317720300                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1F                    |SCC       |M     |
| 5 |  146|BSA2317720603                 |01.06.2008|31.12.9999|TETE SEL MAN TELEM 3POS TEMP            |SCC       |M     |
| 5 |  147|BSA2317720100                 |01.06.2008|31.12.9999|EMBASE B-P TELEM                        |SCC       |M     |
| 5 |  148|BSA2317720300                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1F                    |SCC       |M     |
| 5 |  149|BSA2317720603                 |01.06.2008|31.12.9999|TETE SEL MAN TELEM 3POS TEMP            |SCC       |M     |
| 5 |  150|BSA2317720100                 |01.06.2008|31.12.9999|EMBASE B-P TELEM                        |SCC       |M     |
| 5 |  151|BSA2317720300                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1F                    |SCC       |M     |
| 5 |  152|BSA2317720603                 |01.06.2008|31.12.9999|TETE SEL MAN TELEM 3POS TEMP            |SCC       |M     |
| 5 |  153|BSA2448040703                 |13.08.2017|31.12.9999|CABLE CONFECT M12 4SDR-FILS 5M          |SCC       |M     |
| 5 |  351|BSA2448040826                 |13.08.2017|31.12.9999|CABLE CONFECT M12 4S90-M12 4PDR 2.0M    |SCC       |M     |
| 5 |  154|BSA2448040704                 |01.06.2008|31.12.9999|CABLE CONFECT M12 4S90-FILS 5M          |SCC       |M     |
| 5 |  155|BSA2448040728                 |01.06.2008|31.12.9999|CABLE CONFECT M12 8SDR-FILS BLI 5M      |SCC       |M     |
| 5 |  156|BSA0755964400                 |01.06.2008|31.12.9999|TOLE DE FOND                            |CMP       |M     |
| 5 |  157|BSA1007123900                 |01.06.2008|31.12.9999|RDL A PICOTS 55.08.25.44___8,2          |SCC       |M     |
| 5 |  158|BSA816008016                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 16            |SCC       |M     |
| 5 |  348|BSA872208015                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 16      |SCC       |M     |
| 5 |  159|BSA831700008                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M8X6.5          |SCC       |M     |
| 5 |  161|BSA0034151300                 |01.06.2008|31.12.9999|PLAQUE FIXATION                         |CMP       |M     |
| 5 |  162|BSA0034151400                 |01.06.2008|31.12.9999|CACHE                                   |CMP       |M     |
| 5 |  163|BSA1023005400                 |01.06.2008|31.12.9999|RIVET AVEUGLE POP ETANCHE 4/7.9X9.4     |SCC       |M     |
| 5 |  330|BSA816005012                  |01.06.2008|31.12.9999|V TR 6P         M 5     X 12            |SCC       |M     |
| 5 |  325|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |  165|BSA0755964300                 |01.06.2008|31.12.9999|BOITIER                                 |CMP       |M     |
| 5 |  166|BSA1255114800                 |01.06.2008|31.12.9999|BOUCHON  TL-4-052   D.5,2 X 7           |SCC       |M     |
| 5 |  167|BSA816008012                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 12            |SCC       |M     |
| 5 |  168|BSA831700008                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M8X6.5          |SCC       |M     |
| 5 |  169|BSA834208018                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 8,4/18              |SCC       |M     |
| 5 |  171|BSA577810060                  |01.06.2008|31.12.9999|GAINE RILSAN NOIRE D.6MM                |RMA       |M     |
| 5 |  172|BSA0394554348                 |01.06.2008|31.12.9999|PLAQUE RID ARMOIRE +P23B1               |CMP       |M     |
| 5 |  173|BSA1023003200                 |01.06.2008|31.12.9999|RIVET AVEUGLE POP ETANCHE 3.2/6X7.5     |SCC       |M     |
| 5 |  174|BSA0394205100                 |01.06.2008|31.12.9999|PLAQUE                                  |CMP       |M     |
| 5 |  175|BSA1023003200                 |01.06.2008|31.12.9999|RIVET AVEUGLE POP ETANCHE 3.2/6X7.5     |SCC       |M     |
| 5 |  176|BSA2306708600                 |01.06.2008|31.12.9999|ETIQUETTE KIT ANTISTATIQUE FR/EN/DE     |SCD       |M     |
| 5 |  177|BSA0394754802                 |05.04.2021|31.12.9999|PLAQUE POSTE CDE ARRET D'URGENCE        |CMP       |M     |
| 5 |  179|BSA0394755601                 |05.04.2021|31.12.9999|PLAQUE POSTE CDE CROCHET COMBIFOLDER    |CMP       |M     |
| 5 |  183|BSA2448044595                 |01.06.2008|31.12.9999|CABLE CONF X-TEC-32 P-FILS 4X AWG8 L=3M |SCC       |M     |
| 5 |  184|BSA563050016                  |01.06.2008|31.12.9999|CA BLI CDE UL600 15+PE AWG20            |RMA       |M     |
| 5 |  185|BSA2316170802                 |01.06.2008|31.12.9999|FICHE 12X DR RECT                       |SCC       |M     |
| 5 |  186|BSA2316170502                 |01.06.2008|31.12.9999|CONTACT MALE AWG18-16                   |SCC       |M     |
| 5 |  187|BSA2316170902                 |01.06.2008|31.12.9999|PRISE 12X DR RECT                       |SCC       |M     |
| 5 |  188|BSA2316170601                 |01.06.2008|31.12.9999|CONTACT FEMELLE AWG22-20                |SCC       |M     |
| 5 |  194|BSA563050008                  |01.06.2008|31.12.9999|CA BLI CDE UL600 7+PE AWG20             |RMA       |M     |
| 5 |  195|BSA2316170801                 |01.06.2008|31.12.9999|FICHE 6X DR RECT                        |SCC       |M     |
| 5 |  196|BSA2316170502                 |01.06.2008|31.12.9999|CONTACT MALE AWG18-16                   |SCC       |M     |
| 5 |  197|BSA2316170901                 |01.06.2008|31.12.9999|PRISE 6X DR RECT                        |SCC       |M     |
| 5 |  198|BSA2316170601                 |01.06.2008|31.12.9999|CONTACT FEMELLE AWG22-20                |SCC       |M     |
| 5 |  199|BSA2490159000                 |01.06.2008|31.12.9999|CABLE RJ-45 CAT6 L=1M                   |SCC       |M     |
| 5 |  200|BSA2490159400                 |01.06.2008|31.12.9999|CABLE CONFECT M12 - RJ45 ETHERCAT L=5M  |SCC       |M     |
| 5 |  201|BSA0755964500                 |01.06.2008|31.12.9999|EQUERRE BRIDAGE CABLES                  |CMP       |M     |
| 5 |  202|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  203|BSA831700006                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M6X5            |SCC       |M     |
| 5 |  204|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  205|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  206|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  207|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  208|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  209|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  210|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  211|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  212|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  213|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  214|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  215|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  216|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  217|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  219|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  220|BSA0700420600                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 6 |    1|BSA214510200                  |17.11.2009|31.12.9999|TOLE DECAPEE 3000X1500X2                |RMA       |M     |
| 5 |  221|BSA831700006                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M6X5            |SCC       |M     |
| 5 |  222|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  223|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  224|BSA570420037                  |01.06.2008|31.12.9999|GAINE DIVISIBLE TAILLE 36               |RMA       |M     |
| 5 |  225|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  226|BSA2305555502                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 JAUNE-VERT |SCC       |M     |
| 5 |  227|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  228|BSA2305555511                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 4CT AWG 22-12      |SCC       |M     |
| 5 |  229|BSA2305555511                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 4CT AWG 22-12      |SCC       |M     |
| 5 |  323|BSA2305555510                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 3CT AWG 22-12      |SCC       |M     |
| 5 |  230|BSA2305550002                 |01.06.2008|31.12.9999|ARRET BORNE WAGO  6MM                   |SCC       |M     |
| 5 |  231|BSA2305555504                 |01.06.2008|31.12.9999|BORNE TOPJOB S 3CT AWG 20-4 GRIS        |SCC       |M     |
| 5 |  232|BSA2305555506                 |01.06.2008|31.12.9999|BORNE TOPJOB S 3CT AWG 20-4 JAUNE-VERT  |SCC       |M     |
| 5 |  233|BSA2305555507                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 3CT AWG 20-4         |SCC       |M     |
| 5 |  234|BSA2305555512                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 20-4       |SCC       |M     |
| 5 |  235|BSA2305555512                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 20-4       |SCC       |M     |
| 5 |  236|BSA2305555512                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 20-4       |SCC       |M     |
| 5 |  237|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  238|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  239|BSA2305555509                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 22-12      |SCC       |M     |
| 5 |  240|BSA2305555509                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 22-12      |SCC       |M     |
| 5 |  241|BSA2305550002                 |01.06.2008|31.12.9999|ARRET BORNE WAGO  6MM                   |SCC       |M     |
| 5 |  242|BSA2305550230                 |01.06.2008|31.12.9999|SEPARATION WAGO AWG12 OG 1C+1B          |SCC       |M     |
| 5 |  243|BSA2305550231                 |01.06.2008|31.12.9999|BORNE WAGO 1ET AWG12  GR 1C+1B          |SCC       |M     |
| 5 |  244|BSA2305550232                 |01.06.2008|31.12.9999|BORNE WAGO 1ET AWG12 V-J 1C+1B          |SCC       |M     |
| 5 |  245|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  246|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  247|BSA2305555509                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 22-12      |SCC       |M     |
| 5 |  248|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  249|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  250|BSA2305555511                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 4CT AWG 22-12      |SCC       |M     |
| 5 |  324|BSA2305555511                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 4CT AWG 22-12      |SCC       |M     |
| 5 |  329|BSA2305555509                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 2CT AWG 22-12      |SCC       |M     |
| 5 |  251|BSA2305550002                 |01.06.2008|31.12.9999|ARRET BORNE WAGO  6MM                   |SCC       |M     |
| 5 |  252|BSA2305550233                 |01.06.2008|31.12.9999|BORNE WAGO 1ET AWG12 GRI 2C+2B          |SCC       |M     |
| 5 |  253|BSA2305550234                 |01.06.2008|31.12.9999|SEPARATION WAGO AWG12 OG 2C+2B          |SCC       |M     |
| 5 |  254|BSA2305550236                 |01.06.2008|31.12.9999|BORNE 1ET AWG12 V-J 2C+2B               |SCC       |M     |
| 5 |  255|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  256|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  257|BSA2305555510                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 3CT AWG 22-12      |SCC       |M     |
| 5 |  258|BSA2305555500                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 GRIS       |SCC       |M     |
| 5 |  259|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  260|BSA2305555510                 |01.06.2008|31.12.9999|PEIGNE PONT TOPJOB S 3CT AWG 22-12      |SCC       |M     |
| 5 |  264|BSA2306681009                 |01.06.2008|31.12.9999|ETIQUETTE MASSE DIA 12,5 BC/NR          |SCC       |M     |
| 5 |  268|BSA2306681009                 |01.06.2008|31.12.9999|ETIQUETTE MASSE DIA 12,5 BC/NR          |SCC       |M     |
| 5 |  269|BSA816003010                  |01.06.2008|31.12.9999|V TR 6P         M 3     X 10            |SCC       |M     |
| 5 |  270|BSA834203008                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG *3,2/8              |SCC       |M     |
| 5 |  271|BSA1007117500                 |01.06.2008|31.12.9999|RDL A PICOTS 55.03.03.44   3,1          |SCC       |M     |
| 5 |  272|BSA2306681009                 |01.06.2008|31.12.9999|ETIQUETTE MASSE DIA 12,5 BC/NR          |SCC       |M     |
| 5 |  273|BSA2305555502                 |01.06.2008|31.12.9999|BORNE TOPJOB S 4CT AWG 22-12 JAUNE-VERT |SCC       |M     |
| 5 |  274|BSA2305555503                 |01.06.2008|31.12.9999|EXTREMITE TOPJOB S 4CT AWG 22-12        |SCC       |M     |
| 5 |  280|BSA831700005                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M5X4            |SCC       |M     |
